"Drug/device name","Medicinal ingredient","Manufacturer","Outcome","Decision date","Control number / Application number","Type of submission / Type of application"
"NITI-S & COMVI ESOPHAGEAL STENTS","N/A","TAEWOONG MEDICAL CO.,LTD.","Approved","2024-09-18","372933","Amendment device licence application"
"TETRIC CERAM COMPOSITE MATERIALS","N/A","IVOCLAR VIVADENT AG","Approved","2024-09-18","376862","Amendment device licence application"
"AXONICS SACRAL NEUROMODULATION (SNM) SYSTEM (MODEL 5101)","N/A","AXONICS, INC.","Approved","2024-09-18","377336","Amendment device licence application"
"AXONICS SNM SYSTEM","N/A","AXONICS, INC.","Approved","2024-09-18","377337","Amendment device licence application"
"TIGERTRIEVER REVASCULARIZATION DEVICE","N/A","RAPID MEDICAL LTD.","Approved","2024-09-18","377407","Amendment device licence application"
"IPS PREPROSTHETIC","N/A","KLS MARTIN L.P.","Approved","2024-09-18","377432","New device licence application"
"TRUEBEAM LINEAR ACCELERATORS","N/A","VARIAN MEDICAL SYSTEMS, INC.","Approved","2024-09-18","377569","Amendment device licence application"
"CAYMAN PLATE SYSTEM: BUTTRESS","N/A","K2M, INC.","Approved","2024-09-18","378506","New device licence application"
"MERLIN PATIENT CARE SYSTEM AND PROGRAMMER SOFTWARE","N/A","ST. JUDE MEDICAL, CARDIAC RHYTHM MANAGEMENT DIVISION","Approved","2024-09-18","380467","Amendment device licence application"
"INQUIRY DIAGNOSTIC CATHETERS","N/A","IRVINE BIOMEDICAL, INC. A ST. JUDE MEDICAL COMPANY","Approved","2024-09-18","380926","Amendment device licence application"
"THERAPY ABLATION CATHETERS","N/A","IRVINE BIOMEDICAL, INC. A ST. JUDE MEDICAL COMPANY","Approved","2024-09-18","380927","Amendment device licence application"
"FLEXABILITY ABLATION CATHETER, SENSOR ENABLED","N/A","ABBOTT MEDICAL","Approved","2024-09-18","380970","Amendment device licence application"
"RESPONSE(TM) ELECTROPHYSIOLOGY CATHETERS","N/A","ST. JUDE MEDICAL","Approved","2024-09-18","380928","Amendment device licence application"
"SUPREME(TM) ELECTROPHYSIOLOGY CATHETERS","N/A","ST. JUDE MEDICAL","Approved","2024-09-18","380930","Amendment device licence application"
"LIVEWIRE(TM) STEERABLE ELECTROPHYSIOLOGY CATHETERS","N/A","ST. JUDE MEDICAL","Approved","2024-09-18","380931","Amendment device licence application"
"VIEWFLEX ULTRASOUND CATHETER","N/A","IRVINE BIOMEDICAL, INC. A ST. JUDE MEDICAL COMPANY","Approved","2024-09-18","380932","Amendment device licence application"
"REFLEXION HD HIGH DENSITY MAPPING CATHETER","N/A","ST. JUDE MEDICAL","Approved","2024-09-18","380940","Amendment device licence application"
"FLEXABILITY ABLATION CATHETER","N/A","ABBOTT MEDICAL","Approved","2024-09-18","380941","Amendment device licence application"
"REFLEXION SPIRAL VARIABLE RADIUS CATHETER","N/A","ST. JUDE MEDICAL","Approved","2024-09-18","380942","Amendment device licence application"
"AVEIR PATIENT TRANSMITTER","N/A","ABBOTT MEDICAL","Approved","2024-09-18","381566","New device licence application"
"TACTICATH CONTACT FORCE ABLATION CATHETER, SENSOR ENABLED","N/A","ABBOTT MEDICAL","Approved","2024-09-18","380943","Amendment device licence application"
"ADVISOR, SENSOR ENABLED CIRCULAR MAPPING CATHETER","N/A","ABBOTT MEDICAL","Approved","2024-09-18","380968","Amendment device licence application"
"LIVEWIRE TC(TM) ABLATION CATHETERS","N/A","ST. JUDE MEDICAL","Approved","2024-09-18","381030","Amendment device licence application"
"SOFWAVE","N/A","SOFWAVE MEDICAL LTD.","Approved","2024-09-18","381048","Amendment device licence application"
"HYDROMARK BREAST BIOPSY SITE MARKER / HYDROMARK PLUS BREAST BIOPSY SITE MARKER","N/A","DEVICOR MEDICAL PRODUCTS, INC.","Approved","2024-09-13","368537","New device licence application"
"LIBERTA RC IMPLANTABLE PULSE GENERATOR","N/A","ABBOTT MEDICAL","Approved","2024-09-13","377915","New device licence application"
"ST INTERNAL SYSTEM","N/A","MEGAGEN IMPLANT CO., LTD.","Approved","2024-09-13","379249","Amendment device licence application"
"OPTIBOND UNIVERSAL 360","N/A","KERR CORPORATION","Approved","2024-09-13","379251","New device licence application"
"BIOROOT FLOW","N/A","SEPTODONT","Approved","2024-09-13","381034","Amendment device licence application"
"PEACH 2","N/A","VIS (SHANGHAI) TECHNOLOGY CO., LTD.","Approved","2024-09-11","373785","New device licence application"
"POSITRON EMISSION TOMOGRAPHY AND COMPUTED TOMOGRAPHY SYSTEM","N/A","SHANGHAI UNITED IMAGING HEALTHCARE CO., LTD.","Approved","2024-09-11","374654","New device licence application"
"NUMEN COIL EMBOLIZATION SYSTEM","N/A","MICROPORT NEUROTECH (SHANGHAI) CO., LTD","Approved","2024-09-10","366496","New device licence application"
"NEUROBLATE SYSTEM","N/A","MONTERIS MEDICAL CORPORATION","Approved","2024-09-10","373492","Amendment device licence application"
"SILK'N INFINITY FAST","N/A","SILK'N BEAUTY LTD.","Approved","2024-09-10","376685","New device licence application"
"PALACOS BONE CEMENT WITH GENTAMICIN","N/A","HERAEUS MEDICAL GMBH","Approved","2024-09-10","377509","Amendment device licence application"
"RENAMIC NEO","N/A","BIOTRONIK SE & CO. KG","Approved","2024-09-10","380863","Amendment device licence application"
"RENAMIC MEDICAL PROGRAMMER AND MONITORING DEVICE","N/A","BIOTRONIK SE & CO. KG","Approved","2024-09-10","380862","Amendment device licence application"
"R2 STUDIO Q","N/A","MEGAGEN IMPLANT CO., LTD.","Approved","2024-09-09","379732","New device licence application"
"AEON ENDOSCOPIC STAPLER","N/A","LEXINGTON MEDICAL, INC.","Approved","2024-09-06","369819","Amendment device licence application"
"LOGIQ FORTIS","N/A","GE ULTRASOUND KOREA, LTD","Approved","2024-09-06","373656","Amendment device licence application"
"LOGIQ E10S ULTRASOUND SYSTEM","N/A","GE ULTRASOUND KOREA, LTD","Approved","2024-09-06","373657","Amendment device licence application"
"LOGIQ E10 ULTRASOUND SYSTEM","N/A","GE MEDICAL SYSTEMS ULTRASOUND & PRIMARY CARE DIAGNOSTICS LLC","Approved","2024-09-06","374535","Amendment device licence application"
"STRYKER CUFF ANCHOR WITH SUTURES","N/A","STRYKER ENDOSCOPY, A DIV. OF STRYKER CORP. DBA STRYKER ENDOSCOPY","Approved","2024-09-06","375969","Amendment device licence application"
"PEEK ZIP SUTURE ANCHOR","N/A","STRYKER ENDOSCOPY, A DIV. OF STRYKER CORP. DBA STRYKER ENDOSCOPY","Approved","2024-09-06","375970","Amendment device licence application"
"PEEK TWINLOOP SYSTEM","N/A","STRYKER ENDOSCOPY, A DIV. OF STRYKER CORP. DBA STRYKER ENDOSCOPY","Approved","2024-09-06","375971","Amendment device licence application"
"PEEK TWINLOOP FLEX ANCHOR SUTURE","N/A","STRYKER ENDOSCOPY, A DIV. OF STRYKER CORP. DBA STRYKER ENDOSCOPY","Approved","2024-09-06","375972","Amendment device licence application"
"ICONIX ANCHOR","N/A","STRYKER ENDOSCOPY, A DIV. OF STRYKER CORP. DBA STRYKER ENDOSCOPY","Approved","2024-09-06","375973","Amendment device licence application"
"PROCINCH","N/A","STRYKER ENDOSCOPY, A DIV. OF STRYKER CORP. DBA STRYKER ENDOSCOPY","Approved","2024-09-06","375982","Amendment device licence application"
"XBRAID TT","N/A","STRYKER ENDOSCOPY, A DIV. OF STRYKER CORP. DBA STRYKER ENDOSCOPY","Approved","2024-09-06","375989","Amendment device licence application"
"TITANIUM INTRALINE ANCHORS","N/A","STRYKER ENDOSCOPY, A DIV. OF STRYKER CORP. DBA STRYKER ENDOSCOPY","Approved","2024-09-06","375990","Amendment device licence application"
"EPIC OVER-THE-WIRE (OTW) SELF-EXPANDING NITINOL VASCULAR STENT WITH DELIVERY SYSTEM","N/A","BOSTON SCIENTIFIC CORPORATION","Approved","2024-09-05","371526","Amendment device licence application"
"PORTRAIT MOBILE","N/A","GE HEALTHCARE FINLAND OY","Approved","2024-09-05","378546","Amendment device licence application"
"ICE CERAMICS, FRESCO AND ICE STAINS","N/A","ZIRKONZAHN SRL","Approved","2024-09-05","376130","New device licence application"
"PORTRAIT MOBILE","N/A","GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES INC.","Approved","2024-09-05","378856","Amendment device licence application"
"CANARY CANTURIO TIBIAL EXTENSION (TE) WITH CANARY HEALTH IMPLANTED REPORTING PROCESSOR (CHIRP) SYSTEM","N/A","CANARY MEDICAL USA LLC","Approved","2024-09-05","377626","Amendment device licence application"
"HEM-O-LOK NON-ABSORBABLE POLYMER LIGATING CLIPS","N/A","TELEFLEX MEDICAL","Approved","2024-09-05","377653","Amendment device licence application"
"XIENCE SKYPOINT EVEROLIMUS ELUTING CORONARY STENT SYSTEM","N/A","ABBOTT MEDICAL","Approved","2024-09-05","380506","Amendment device licence application"
"Q-FIX KNOTLESS SUTURE ANCHOR","N/A","SMITH & NEPHEW, INC. ENDOSCOPY","Approved","2024-09-05","381004","New device licence application"
"OSTEO STAINLESS STEEL BONE SCREWS","N/A","STRYKER GMBH","Approved","2024-09-04","380463","Amendment device licence application"
"AXSOS SYSTEM","N/A","STRYKER GMBH","Approved","2024-09-04","380464","Amendment device licence application"
"DXI 9000 ACCESS IMMUNOASSAY ANALYZER","N/A","BECKMAN COULTER, INC.","Approved","2024-08-30","357952","New device licence application"
"ACCESS HSTNI ASSAY","N/A","IMMUNOTECH S.A.S., A BECKMAN COULTER COMPANY","Approved","2024-08-30","358227","Amendment device licence application"
"ACCESS PAPP-A","N/A","IMMUNOTECH S.A.S., A BECKMAN COULTER COMPANY","Approved","2024-08-30","363262","Amendment device licence application"
"LOGIQ E ULTRASOUND SYSTEM","N/A","GE MEDICAL SYSTEMS (CHINA) CO. LTD.","Approved","2024-08-30","372845","Amendment device licence application"
"UROSOFT URETERAL STENT SET","N/A","ANGIOMED GMBH & CO. MEDIZINTECHNIK KG","Approved","2024-08-30","374221","Amendment device licence application"
"COMPUFLO EPIDURAL COMPUTER CONTROLLED ANESTHESIA SYSTEM","N/A","MILESTONE SCIENTIFIC, INC.","Approved","2024-08-30","375545","Amendment device licence application"
"LATITUDE PROGRAMMING SYSTEM","N/A","BOSTON SCIENTIFIC CORPORATION","Approved","2024-08-30","377619","Amendment device licence application"
"XENOSURE BIOLOGIC PATCH","N/A","LEMAITRE VASCULAR, INC.","Approved","2024-08-30","378261","Amendment device licence application"
"ACL TOP","N/A","INSTRUMENTATION LABORATORY CO.","Approved","2024-08-30","379186","Amendment device licence application"
"PEDIVAS BLOOD PUMP","N/A","ABBOTT MEDICAL","Approved","2024-08-29","375874","Amendment device licence application"
"CENTRIMAG SYSTEM","N/A","ABBOTT MEDICAL","Approved","2024-08-29","375877","Amendment device licence application"
"DIAGNOSTIC ULTRASOUND SYSTEM ARIETTA 750","N/A","FUJIFILM HEALTHCARE CORPORATION","Approved","2024-08-29","380179","Amendment device licence application"
"EMBOTRAP II REVASCULARIZATION DEVICE","N/A","NEURAVI LIMITED","Approved","2024-08-28","361830","Amendment device licence application"
"SINGLE DRUG OR MULTI-DRUG RAPID TEST PANEL WITH/WITHOUT ADULTERATION (URINE)","N/A","HANGZHOU ALLTEST BIOTECH CO., LTD.","Approved","2024-08-28","364515","Amendment device licence application"
"POD F GF(FINEVISION HP)","N/A","PHYSIOL SA","Approved","2024-08-27","358545","New device licence application"
"MICRO SCREW SYSTEMS","N/A","HAGER & MEISINGER GMBH","Approved","2024-08-27","371828","New device licence application"
"RANGER AND RANGER SL OVER-THE-WIRE PACLITAXEL-COATED PTA BALLOON CATHETER","N/A","BOSTON SCIENTIFIC CORPORATION","Approved","2024-08-27","380152","Amendment device licence application"
"MULTI-UNIT ABUTMENT, AXA ABUTMENT AND COMPONENTS","N/A","MEGAGEN IMPLANT CO., LTD.","Approved","2024-08-27","380382","New device licence application"
"LIAISON XS","N/A","DIASORIN INC.","Approved","2024-08-26","377992","Amendment device licence application"
"LIAISON XL SYSTEM","N/A","DIASORIN INC.","Approved","2024-08-26","378955","Amendment device licence application"
"LIAISON XS","N/A","DIASORIN INC.","Approved","2024-08-26","378956","Amendment device licence application"
"GORE SEAMGUARD BIOABSORBABLE STAPLE LINE REINFORCEMENT - CONFIGURED FOR CIRCULAR SURGICAL STAPLERS","N/A","W.L. GORE & ASSOCIATES INC","Approved","2024-08-26","379124","Amendment device licence application"
"LIFEPAK 35 MONITOR/DEFIBRILLATOR","N/A","PHYSIO-CONTROL, INC.","Approved","2024-08-26","379332","New device licence application"
"LIAISON XS","N/A","DIASORIN INC.","Approved","2024-08-26","380373","Amendment device licence application"
"CARDIOMEMS HF SYSTEM","N/A","ABBOTT MEDICAL","Approved","2024-08-26","380465","Amendment device licence application"
"GEISTLICH FIBRO-GIDE","N/A","GEISTLICH PHARMA AG","Approved","2024-08-23","380378","Amendment device licence application"
"TARGET DETACHABLE COILS","N/A","STRYKER NEUROVASCULAR","Approved","2024-08-23","362864","Amendment device licence application"
"GEISTLICH MUCOGRAFT","N/A","GEISTLICH PHARMA AG","Approved","2024-08-23","380375","Amendment device licence application"
"GEISTLICH COMBI-CONVENIENCE KITS","N/A","GEISTLICH PHARMA AG","Approved","2024-08-23","380377","Amendment device licence application"
"GEISTLICH BIO-GIDE RESORBABLE BILAYER COLLAGEN MEMBRANE","N/A","GEISTLICH PHARMA AG","Approved","2024-08-23","380379","Amendment device licence application"
"CHONDRO-GIDE BILAYER COLLAGEN MEMBRANE","N/A","GEISTLICH PHARMA AG","Approved","2024-08-23","380380","Amendment device licence application"
"MERLIN 2 PATIENT CARE SYSTEM","N/A","ABBOTT MEDICAL","Approved","2024-08-22","379185","New device licence application"
"DXC 500I CLINICAL ANALYZER","N/A","BECKMAN COULTER, INC.","Approved","2024-08-22","367366","New device licence application"
"STYLAGE XL LIDOCAINE","N/A","LABORATOIRES VIVACY","Approved","2024-08-22","375488","New device licence application"
"AQT90 FLEX PCT","N/A","RADIOMETER MEDICAL APS","Approved","2024-08-22","378637","Amendment device licence application"
"ASNIS JFX SYSTEM","N/A","STRYKER GMBH","Approved","2024-08-22","380514","New device licence application"
"MICRO TYPING SYSTEM (MTS) - ANTI-IGG, -C3D CARD, ANTI HUMAN GLOBULIN","N/A","MICRO TYPING SYSTEMS INC","Approved","2024-08-21","361055","Amendment device licence application"
"PROSTEP MICA SCREW SYSTEM","N/A","WRIGHT MEDICAL TECHNOLOGY INC.","Approved","2024-08-21","361219","Amendment device licence application"
"VALOR ANKLE FUSION NAIL SYSTEM","N/A","WRIGHT MEDICAL TECHNOLOGY INC.","Approved","2024-08-21","361220","Amendment device licence application"
"SENTIMAG SYSTEM","N/A","ENDOMAGNETICS LTD.","Approved","2024-08-21","374489","Amendment device licence application"
"GEM 21S GROWTH-FACTOR ENHANCED MATRIX","N/A","LYNCH BIOLOGICS, LLC","Approved","2024-08-20","376346","Amendment device licence application"
"MONTAGE SETTABLE BONE PUTTY","N/A","ABYRX, INC.","Approved","2024-08-20","380381","Amendment device licence application"
"RHYTHMIA HDX MAPPING SYSTEM","N/A","BOSTON SCIENTIFIC CORPORATION","Approved","2024-08-20","380507","Amendment device licence application"
"OXFORD PARTIAL KNEE","N/A","BIOMET UK LIMITED","Approved","2024-08-20","380749","Amendment device licence application"
"QIASTAT-DX ANALYZER 1.0","N/A","QIAGEN GMBH","Approved","2024-08-16","362187","New device licence application"
"QIASTAT-DX GASTROINTESTINAL PANEL 2","N/A","QIAGEN GMBH","Approved","2024-08-16","362863","New device licence application"
"FILTEK EASY MATCH UNIVERSAL RESTORATIVE","N/A","3M ESPE DENTAL PRODUCTS","Approved","2024-08-16","379500","New device licence application"
"OEC ONE MOBILE C-ARM X-RAY PRODUCT","N/A","GE HUALUN MEDICAL SYSTEMS CO. LTD.","Approved","2024-08-15","378913","Amendment device licence application"
"ORTHOEASY","N/A","BERNHARD FORSTER GMBH","Approved","2024-08-14","366275","New device licence application"
"URINARY TRACT INFECTIONS TEST (URINE)","N/A","HANGZHOU ALLTEST BIOTECH CO., LTD.","Approved","2024-08-14","368411","New device licence application"
"ANTI-EBV-EA IIFT (IGG)","N/A","EUROIMMUN MEDIZINISCHE LABORDIAGNOSTIKA AG","Approved","2024-08-14","368693","Amendment device licence application"
"ANTI-EBV-CA IIFT (IGG)","N/A","EUROIMMUN MEDIZINISCHE LABORDIAGNOSTIKA AG","Approved","2024-08-14","369138","Amendment device licence application"
"CATALYSTEM HIP SYSTEM","N/A","SMITH & NEPHEW, INC.","Approved","2024-08-14","375798","New device licence application"
"LIGAMENT STAPLE","N/A","MOVMEDIX","Approved","2024-08-14","377308","New device licence application"
"CANNULATED LIGAMENT SCREW","N/A","MOVMEDIX","Approved","2024-08-14","377309","New device licence application"
"CATALYS PRECISION LASER SYSTEM","N/A","AMO MANUFACTURING USA, LLC","Approved","2024-08-13","369198","Amendment device licence application"
"SIMPLEXA C. DIFFICILE UNIVERSAL DIRECT","N/A","DIASORIN MOLECULAR LLC","Approved","2024-08-13","372928","Amendment device licence application"
"SUBCUTANEOUS UNIPOLAR LEAD WITH DEFIBRILLATION COIL ELECTRODE","N/A","MEDTRONIC INC.","Approved","2024-08-13","379674","Amendment device licence application"
"AQUABEAM ROBOTIC SYSTEM","N/A","PROCEPT BIOROBOTICS CORPORATION","Approved","2024-08-08","375912","Amendment device licence application"
"ADVIA CENTAUR SYSTEM","N/A","SIEMENS HEALTHCARE DIAGNOSTICS INC.","Approved","2024-08-08","369399","Amendment device licence application"
"ATELLICA IM SYSTEM","N/A","SIEMENS HEALTHCARE DIAGNOSTICS INC.","Approved","2024-08-08","371130","Amendment device licence application"
"BIOHORIZONS ODSECURE ABUTMENT SYSTEM","N/A","BIOHORIZONS IMPLANT SYSTEMS INC.","Approved","2024-08-08","373228","Amendment device licence application"
"BIOHORIZONS CAD/CAM ABUTMENTS","N/A","BIOHORIZONS IMPLANT SYSTEMS INC.","Approved","2024-08-08","373229","Amendment device licence application"
"BIOHORIZONS MULTI-UNIT ABUTMENT FOR CONELOG","N/A","BIOHORIZONS IMPLANT SYSTEMS INC.","Approved","2024-08-08","373230","Amendment device licence application"
"CONELOG ODSECURE ABUTMENT KITS","N/A","BIOHORIZONS IMPLANT SYSTEMS INC.","Approved","2024-08-08","373231","Amendment device licence application"
"MYCARELINK PATIENT MONITOR","N/A","MEDTRONIC INC.","Approved","2024-08-08","374145","Amendment device licence application"
"ACHIEVE ADVANCE MAPPING CATHETER","N/A","MEDTRONIC INC.","Approved","2024-08-08","376519","Amendment device licence application"
"STRYKER UNIVERSAL NEURO III PROCEDURE PACKS","N/A","STRYKER LEIBINGER GMBH & CO. KG","Approved","2024-08-08","379050","Amendment device licence application"
"MINI DRIVE-LOCK DENTAL IMPLANT SYSTEM (MDL)","N/A","BIOHORIZONS IMPLANT SYSTEMS INC.","Approved","2024-08-07","373224","Amendment device licence application"
