Date,Trademark / Project,Common name / Subject,Manufacturer,INESSS Recommendation,Minister's Decision
2021-08-18,Sulfate de morphine injection épidurale,morphine (chlorhydrate ou sulfate de),Sterimax,Inscription,"Inscrire à la Liste des médicaments 
– Établissements"
2021-08-18,Taro-Budesonide,budésonide,Taro,Inscription,Inscrire aux listes des médicaments
2021-08-18,Teva-Dasatinib,dasatinib,Teva Can,Inscription -Avec conditions,"Inscrire aux listes des médicaments
 -Médicament d'exception"
2021-08-18,Vitamine D 1000,vitamine D,Angita,Inscription,Inscrire aux listes des médicaments
2021-07-28,Evrysdi (amyotrophie spinale),risdiplam,Roche,Inscription - Avec conditions,"Inscrire aux listes des médicaments- Médicament d'exception (2022-02-02)
Surseoir à la décision (2021-08-18)"
2021-07-28,Inqovi (syndrome myélodysplasique),décitabine/cédazuridine,Taiho,Refus d'inscription,Ne pas inscrire aux listes des médicaments (2021-08-18)
2021-07-28,Opdivo (en association avec l’ipilimumab pour le mésothéliome pleural malin),nivolumab,B.M.S.,Inscription - Avec conditions,"Ajouter une indication reconnue à la listes des médicaments-Établissements-Médicament d'exception (2022-03-02)
Surseoir à la décision (2021-08-18)"
2021-07-28,Tecartus (lymphome cellules manteau),brexucabtagène autoleucel,Gilead,Inscription - Avec conditions,"Inscrire à la liste des médicaments-Établissements-Médicament d'exception (2022-12-14)
Surseoir à la décision (2021-08-18)"
2021-07-28,Truxima (granulomatose),rituximab,Teva Innov,Inscription - Avec conditions,"Ajouter une indication reconnue aux listes des médicaments-Médicament d'exception (2022-02-02)
Surseoir à la décision (2021-08-18)"
2021-07-28,Veltassa (hyperkaliémie ),patiromer,Otsuka Can,Refus d'inscription,Ne pas inscrire aux listes des médicaments (2021-08-18)
2021-07-28,Vyzulta (glaucome à angle ouvert ou hypertension oculaire),latanoprostène bunod,Bausch & Lomb,Refus d'inscription,Ne pas inscrire aux listes des médicaments (2021-08-18)
2021-07-28,Yervoy (en association avec le nivolumab pour le mésothéliome pleural malin),ipilimumab,B.M.S.,Inscription - Avec conditions,"Ajouter une indication reconnue à la listes des médicaments-Établissements-Médicament d'exception (2022-03-02)
Surseoir à la décision (2021-08-18)"
2021-07-07,AG-Cal-Os D 1000,calcium (carbonate de)/ vitamine D,Angita,Inscription,Inscrire aux listes des médicaments
2021-07-07,AG-Calcium Carbonate + Vitamin D 500 mg + 400 UI,calcium (carbonate de)/vitamine D,Angita,Inscription,Inscrire aux listes des médicaments
2021-07-07,AG-Calcium Cit. D 400 Croq.,calcium (citrate de)/ vitamine D,Angita,Inscription,Inscrire aux listes des médicaments
2021-07-07,AG-Calcium D 400 foncé,calcium (carbonate de)/vitamine D,Angita,Inscription,Inscrire aux listes des médicaments
2021-07-07,AG-Ursodiol,ursodiol,Angita,Inscription,Inscrire aux listes des médicaments
2021-07-07,Apo-Fluticasone HFA,fluticasone (propionate de),Apotex,Inscription,Inscrire aux listes des médicaments
2021-07-07,Apo-Saxagliptin,saxagliptine,Apotex,Inscription -Avec conditions,"Inscrire aux listes des médicaments
 -Médicament d'exception"
2021-07-07,Aripiprazole,aripiprazole,Sanis,Inscription,Inscrire aux listes des médicaments
2021-07-07,Erbitux (cancer colorectal métastatique),cétuximab,Lilly,Concordances,"Ajouter une indication reconnue aux listes des médicaments-Médicament d'exception (2022-08-17)
Surseoir à la décision (2021-07-07)"
2021-07-07,Fasenra,benralizumab,AZC,Concordances,Surseoir à la décision (2021-07-07)
2021-07-07,Imatinib,imatinib (mésylate d'),Sanis,Inscription -Avec conditions,"Inscrire aux listes des médicaments
 -Médicament d'exception"
2021-07-07,Jamp Pilocarpine,pilocarpine (chlorhydrate de),Jamp,Inscription,Inscrire aux listes des médicaments
2021-07-07,Letrozole,létrozole,Sanis,Inscription,Inscrire aux listes des médicaments
2021-07-07,Mvasi,bevacizumab,Amgen,Inscription - Avec conditions,"Ajouter une indication reconnue à la Liste Établissements - Médicament d'exception (2021-09-29)
Surseoir à la décision (2021-07-07)"
2021-07-07,Mvasi (cancer colorectal métastatique),bevacizumab,Amgen,Concordances,"Modifier une indication reconnue aux listes des médicaments- Médicament d'exception (2022-08-17)
Surseoir à la décision (2021-07-07)"
2021-07-07,Nucala,mépolizumab,GSK,Concordances,Surseoir à la décision (2021-07-07)
2021-07-07,Omeprazole  Magnesium DR,oméprazole (base ou magnésien),Sanis,Inscription,Inscrire aux listes des médicaments
2021-07-07,Ondansetron Injection,ondansétron,Sterimax,Inscription -Avec conditions,Inscrire à la Liste des médicaments – Établissements - Médicament d'exception
2021-07-07,pms-Telmisartan,telmisartan,Phmscience,Inscription,Inscrire aux listes des médicaments
2021-07-07,Rivastigmine Patch,rivastigmine,Strides,Inscription - Avec conditions,"Inscrire aux listes des médicaments
 -Médicament d'exception"
2021-07-07,Sulfate de morphine pour injection,morphine (chlorhydrate ou sulfate de),Jamp,Inscription,Inscrire aux listes des médicaments
2021-07-07,Taro-Bortezomib,bortézomib,Taro,Inscription,Inscrire à la Liste des médicaments – Établissements
2021-07-07,Taro-Pemetrexed,pemetrexed disodique,Taro,Inscription,Inscrire à la Liste des médicaments – Établissements
2021-07-07,Teva-Febuxostat,febuxostat,Teva Can,Inscription -Avec conditions,Inscrire aux listes des médicaments -Médicament d'exception
2021-07-07,Vectibix,panitumumab,Amgen,Concordances,"Ajouter une indication reconnue à la Liste Établissements - Médicament d'exception (2021-09-29)
Surseoir à la décision (2021-07-07)"
2021-07-07,Vectibix (cancer colorectal métastatique),panitumumab,Amgen,Concordances,"Ajouter une indication reconnue aux listes des médicaments-Médicament d'exception (2022-08-17)
Surseoir à la décision (2021-07-07)"
2021-07-07,Zirabev,bevacizumab,Amgen,Inscription - Avec conditions,"Ajouter une indication reconnue à la Liste Établissements - Médicament d'exception (2021-09-29)
Surseoir à la décision (2021-07-07)"
2021-07-07,Zirabev (cancer colorectal métastatique),bevacizumab,Amgen,Concordances,"Modifier une indication reconnue aux listes des médicaments- Médicament d'exception (2022-08-17)
Surseoir à la décision (2021-07-07)"
2021-06-30,Braftovi (cancer colorectal métastatique),encorafénib,Pfizer,Inscription - Avec conditions,"Inscrire à la liste des médicaments-Établissements-Médicament d'exception (2022-08-17)
Surseoir à la décision (2021-07-07)"
2021-06-30,Braftovi et Mektovi (mélanome),encorafénib et binimétinib,Pfizer,Inscription - Avec conditions,"Inscrire aux listes des médicaments - Médicament d'exception (2022-08-17)
Surseoir à la décision (2021-07-07)"
2021-06-30,Creon Minimicrosphere 35 (insuffisance pancréatique exocrine),pancrélipase (lipase-amylase-protéase),BGP Pharma,Inscription,Inscrire aux listes des médicaments (2021-07-07)
2021-06-30,Hyrimoz (indications diverses),adalimumab,Sandoz,Inscription - Avec conditions,Inscrire aux listes des médicaments (2021-07-07)
2021-06-30,Imfinzi (cancer poumon),durvalumab,AZC,Refus d'inscription,"Ajouter une indication reconnue à la liste des médicaments-Établissements-Médicament d'exception (2022-07-06)
Surseoir à la décision (2021-07-07)"
2021-06-09,Keytruda (cancer colorectal),pembrolizumab,Merck,Inscription - Avec conditions,"Ajouter une indication reconnue à la Liste Établissements - Médicament d'exception (2021-09-29)
Surseoir à la décision (2021-07-07)"
2021-06-09,Vitrakvi (autres tumeurs solides),larotrectinib,Bayer,Refus d'inscription,Ne pas inscrire aux listes des médicaments (2021-07-07)
2021-06-09,Vitrakvi (fibrosarcome infantile et sarcome tissus mous),larotrectinib,Bayer,Inscription - Avec conditions,"Inscrire aux listes des médicaments - médicament d'exception (2022-12-14)
Surseoir à la décision (2021-07-07)"
2021-06-02,Dupixent (asthme éosinophilique grave),dupilumab,SanofiAven,Inscription - Avec conditions,"Ajouter une indication reconnue aux listes des médicaments- Médicament d'exception (2023-05-25)
Surseoir à la décision (2021-07-07)"
2021-06-02,Entyvio (maladie de Crohn),vedolizumab,Takeda,Inscription - Avec conditions,"Inscrire aux listes des médicaments- Médicament d'exception (2021-12-15)
Surseoir à la décision (2021-07-07)"
2021-06-02,Evenity (ostéoporose),romosozumab,Amgen,Inscription - Avec conditions,"Inscrire aux listes des médicaments-Médicament d'exception (2023-09-27)
Surseoir à la décision (2021-07-07)"
2021-06-02,Eylea (toutes indications),aflibercept,Bayer,Inscription - Avec conditions,"Inscrire aux listes des médicaments- Médicament d'exception (2022-02-02)
Surseoir à la décision (2021-07-07)"
2021-06-02,FreeStyle Libre 2 (suveillance de la glycémie),-,Abbott,Inscription - Avec conditions,"Inscrire à la liste des médicaments - RGAM (2022-08-17)
Surseoir à la décision (2021-07-07)"
2021-06-02,Kanjinti (cancer sein),trastuzumab,Amgen,Inscription - Avec conditions,"Ajouter une indication reconnue à la liste des médicaments-Établissements-Médicament d'exception (2023-03-01)
Surseoir à la décision (2021-07-07)"
2021-06-02,Polivy (lymphome diffus à grandes cellules B),polatuzumab védotine,Roche,Refus d'inscription,Ne pas inscrire à la Liste des médicaments- Établissements
2021-06-02,Reblozyl (bêta-thalassémie – anémie),luspatercept,Celgene,Inscription - Avec conditions,"Inscrire aux listes des médicaments - Médicament d'exception (2022-11-09)
Surseoir à la décision (2021-07-07)"
2021-06-02,Renastart (formules nutritives),formule nutritive - polymérique restreinte en résidus,Vitaflo,Inscription - Avec conditions,Inscrire à la Liste des médicaments du RGAM (2021-07-07)
2021-06-02,Trulicity et Victoza (diabète),Réévaluation de l’indication reconnue (exigence de renouvellement),n/a,Modification d'une indication reconnue,Modifier une indication reconnue aux listes des médicaments
2021-05-27,AG-Calcium D 400 Croq.,calcium (carbonate de)/vitamine D,Angita,Inscription,Inscrire aux listes des médicaments
2021-05-27,Azithromycine pour injection,azithromycine,Sterimax,Inscription,Inscrire aux listes des médicaments
2021-05-27,Bivalirudine injectable,bivalirudin,Avir,Inscription -Avec conditions,"Inscrire à la Liste des médicaments 
– Établissements - Médicament d'exception"
2021-05-27,Chloral Hydrate Odan,chloral (hydrate de),Odan,Inscription,Inscrire aux listes des médicaments
2021-05-27,Chlorhydrate d'hydromorphone injectable,hydromorphone (chlorhydrate d'),Fresenius,Inscription,Inscrire aux listes des médicaments
2021-05-27,Chlorhydrate de bendamustine pour injection,bendamustine (chlorhydrate de),Mylan,Inscription -Avec conditions,"Inscrire à la Liste des médicaments 
– Établissements - Médicament d'exception"
2021-05-27,Fentanyl injection BP,fentanyl (citrate de),Sterimax,Inscription,"Inscrire à la Liste des médicaments 
– Établissements"
2021-05-27,Fluorouracil Injection,fluorouracile,Biolyse,Inscription,"Inscrire à la Liste des médicaments 
– Établissements"
2021-05-27,Gluco Cal,calcium (gluconate de)/calcium (lactate de),Altamed,Inscription,"Inscrire à la Liste des médicaments 
– Établissements
Inscrire à la Liste des médicaments du RGAM
– Médicament d'exception"
2021-05-27,Injection de Fluorouracile,fluorouracile,Sandoz,Inscription,"Inscrire à la Liste des médicaments 
– Établissements"
2021-05-27,Jamp Abiraterone,abiratérone (acétate d'),Jamp,Inscription -Avec conditions,"Inscrire aux listes des médicaments
 -Médicament d'exception"
2021-05-27,Jamp Cinacalcet,cinacalcet (chlorhydrate de),Jamp,Inscription -Avec conditions,"Inscrire aux listes des médicaments
 -Médicament d'exception"
2021-05-27,Jamp Lamivudine,lamivudine,Jamp,Inscription,Inscrire aux listes des médicaments
2021-05-27,Jamp Pantoprazole Sodium,pantoprazole (magnésien ou sodique),Jamp,Inscription,Inscrire aux listes des médicaments
2021-05-27,Jamp Sodium Polystyrene Sulfonate,polystyrène (sulfonate sodique de),Jamp,Inscription,Inscrire aux listes des médicaments
2021-05-27,Mar-Mycophenolic Acid,mycophénolate sodique,Marcan,Inscription,Inscrire aux listes des médicaments
2021-05-27,Méropénem pour injection,meropenem,Sterimax,Inscription,Inscrire aux listes des médicaments
2021-05-27,NAT-Abiraterone,abiratérone (acétate d'),Natco,Inscription -Avec conditions,"Inscrire aux listes des médicaments
 -Médicament d'exception"
2021-05-27,NRA-Hydroxychloroquine,hydroxychloroquine (sulfate d'),Nora,Inscription,Inscrire aux listes des médicaments
2021-05-27,NRA-Quetiapine XR,quétiapine (fumarate de),Nora,Inscription,Inscrire aux listes des médicaments
2021-05-27,Nat-Bendamustine,bendamustine (chlorhydrate de),Natco,Inscription -Avec conditions,"Inscrire à la Liste des médicaments 
– Établissements - Médicament d'exception"
2021-05-27,Odan-Methadone,méthadone (chlorhydrate de),Odan,Inscription,Inscrire aux listes des médicaments
2021-05-27,Odan-Sodium Polystyrene Sulfonate,polystyrène (sulfonate sodique de),Odan,Inscription,Inscrire aux listes des médicaments
2021-05-27,pms-Benzydamine,benzydamine (chlorhydrate de),Phmscience,Inscription,"Inscrire à la Liste des médicaments 
– Établissements"
2021-05-27,Priva-Fluconazole,fluconazole,Pharmapar,Inscription,Inscrire aux listes des médicaments
2021-05-27,Reddy-Abiraterone,abiratérone (acétate d'),Dr Reddy's,Inscription -Avec conditions,"Inscrire aux listes des médicaments
 -Médicament d'exception"
2021-05-27,Sandoz Fenofibrate E,fénofibrate (nanocristallisé ou microenrobé ou micronisé),Sandoz,Inscription,Inscrire aux listes des médicaments
2021-05-27,Sandoz Saxagliptin,saxagliptine,Sandoz,Inscription -Avec conditions,"Inscrire aux listes des médicaments
 -Médicament d'exception"
2021-05-27,Simvastatin,simvastatine,Sanis,Inscription,Inscrire aux listes des médicaments
2021-05-27,Taro-Dasatinib,dasatinib,Taro,Inscription -Avec conditions,"Inscrire aux listes des médicaments
 -Médicament d'exception"
2021-05-27,Teva-Betamethasone/Calcipotriol,calcipotriol/bétaméthasone (dipropionate de),Teva Can,Inscription -Avec conditions,"Inscrire aux listes des médicaments
 -Médicament d'exception"
2021-05-27,Tobramycine Injectable,tobramycine (sulfate de),Sterimax,Inscription,Inscrire aux listes des médicaments
2021-05-27,Tri-Cira,éthinylestradiol/norgestimate,Apotex,Inscription,Inscrire aux listes des médicaments
2021-05-07,Alunbrig (cancer poumon),brigatinib,Takeda,Inscription - Avec conditions,"Inscrire aux listes des médicaments- Médicament d'exception (2022-02-02)
Surseoir à la décision (2021-05-27)"
2021-05-07,Enspryng (trouble du spectre de la neuromyélite optique),satralizumab,Roche,Inscription - Avec conditions,"Inscrire aux listes des médicaments - Médicament d'exception (2022-08-17)
Surseoir à la décision (2021-05-27)"
2021-05-07,Hadlima et Hadlima Push Touch (indications diverses),adalimumab,Merck,Inscription - Avec conditions,"Modifier une indication reconnue aux listes des médicaments - Médicament d'exception (2024-02-01)
Inscrire aux listes des médicaments - Médicament d'exception (2021-05-27)"
2021-05-07,Inclunox et Inclunox HP (troubles thromboemboliques),énoxaparine,Sandoz,Inscription - Avec conditions,"Inscrire aux listes des médicaments (2021-11-10)
Surseoir à la décision (2021-05-27)"
2021-05-07,Jorveza (oesophagite éosinophiles),budésonide,Avir,Inscription - Avec conditions,Surseoir à la décision (2021-05-27)
2021-05-07,Lynparza (cancer prostate),olaparib,AZC,Inscription - Avec conditions et Refus d'inscription,"Ajouter une indication reconnue aux listes des médicaments-Médicament d'exception (2022-04-13)
Surseoir à la décision (2021-05-27)"
2021-05-07,Noromby et Noromby HP (troubles thromboemboliques),énoxaparine,Juno,Inscription - Avec conditions,"Inscrire aux listes des médicaments (2021-11-10)
Surseoir à la décision (2021-05-27)"
