"Brand Name","Generic Name","Therapeutic Area","Recommendation Type","Project Status","Date Submission Received","Date Recommendation Issued","Project Number",Manufacturer
Emgality,galcanezumab,"Prevention of migraine","Reimburse with clinical criteria and/or conditions",Complete,"Jun 3, 2021","Dec 15, 2021",SR0693-000,"Eli Lilly Canada Inc. (Lilly)"
Empaveli,pegcetacoplan,"Paroxysmal nocturnal hemoglobinuria","Reimburse with clinical criteria and/or conditions",Complete,"Aug 26, 2022","Mar 20, 2023",SR0748-000,"SOBI Canada Inc."
Enablex,"Darifenacin hydrobromide","Bladder, overactive","List with clinical criteria and/or conditions",Complete,"Oct 1, 2008","Apr 16, 2009",SR0147-000,"Novartis Pharmaceuticals Canada Inc."
Enablex,"Darifenacin hydrobromide","Bladder, overactive","Do not list",Complete,"Apr 26, 2006","Oct 19, 2006",SR0061-000,"Novartis Pharmaceuticals Canada Inc."
"Enerzair Breezhaler","indacaterol  glycopyrronium  mometasone furoate","Asthma maintenance, adults","Reimburse with clinical criteria and/or conditions",Complete,"May 19, 2020","Nov 24, 2020",SR0645-000,"Novartis Pharmaceuticals Canada Inc."
Enhertu,"trastuzumab deruxtecan","Gastric or gastroesophageal junction (GEJ) adenocarcinoma","Time-limited reimbursement recommendation",Active,"Sep 16, 2024","Apr 3, 2025",PC0367-000,"AstraZeneca Canada Inc."
Enhertu,"trastuzumab deruxtecan","Metastatic HER2 positive breast cancer","Reimburse with clinical criteria and/or conditions",Complete,"Mar 23, 2022","Sep 28, 2022",PC0285-000,"AstraZeneca Canada Inc."
Enhertu,"trastuzumab deruxtecan","unresectable or metastatic HER2-low breast cancer","Reimburse with clinical criteria and/or conditions",Complete,"Dec 13, 2022","Jun 29, 2023",PC0305-000,"AstraZeneca Canada Inc."
Enhertu,"trastuzumab deruxtecan","HER2-low or HER2-ultralow breast cancer",,Received,"May 15, 2025",,PC0401-000,"AstraZeneca Canada Inc."
Enhertu,"trastuzumab deruxtecan","Metastatic HER2-positive breast cancer","Canada’s Drug Agency is unable to make a reimbursement recommendation as the manufacturer has not filed a submission.","Not filed",,,NS0035-000,"AstraZeneca Canada Inc."
Enspryng,satralizumab,"Neuromyelitis optica spectrum disorder","Reimburse with clinical criteria and/or conditions",Complete,"Oct 22, 2020","Apr 21, 2021",SR0663-000,"Hoffmann-La Roche Limited"
Entresto,Sacubitril/valsartan,"Heart failure, NYHA class II or III","List with clinical criteria and/or conditions",Complete,"Sep 18, 2015","Mar 18, 2016",SR0447-000,"Novartis Pharmaceuticals Canada Inc."
Entresto,sacubitril/valsartan,"Heart failure, NYHA Class II or III","Reimburse with clinical criteria and/or conditions",Complete,"May 22, 2020","Mar 24, 2021",SR0644-000,"Novartis Pharma Inc."
"Entuzity KwikPen","human insulin","Diabetes mellitus","Reimburse with clinical criteria and/or conditions",Complete,"Jan 27, 2021","Aug 23, 2021",SR0672-000,"Eli Lilly Canada Inc."
Entyvio,Vedolizumab,"Crohn's disease","Reimburse with clinical criteria and/or conditions",Complete,"Apr 27, 2016","Oct 31, 2016",SR0487-000,"Takeda Canada Inc."
Entyvio,vedolizumab,"Crohn’s disease","Reimburse with clinical criteria and/or conditions",Complete,"Jul 23, 2020","Jan 21, 2021",SR0647-000,"Takeda Canada Inc."
Entyvio,vedolizumab,"Ulcerative Colitis","Reimburse with clinical criteria and/or conditions",Complete,"Nov 21, 2019","May 19, 2020",SR0635-000,"Takeda Canada Inc."
Entyvio,Vedolizumab,"Ulcerative colitis","List with clinical criteria and/or conditions",Complete,"Feb 20, 2015","Oct 28, 2015",SR0421-000,"Takeda Canada Inc."
Epclusa,"sofosbuvir / velpatasvir","Hepatitis C, chronic","Canada’s Drug Agency is unable to make a reimbursement recommendation as the manufacturer has not filed a submission.","Not filed",,,NS0024-000,"Gilead Sciences Canada, Inc."
Epclusa,"Sofosbuvir/ velpatasvir","Hepatitis C, chronic","Reimburse with clinical criteria and/or conditions",Complete,"Apr 22, 2016","Oct 26, 2016",SR0486-000,"Gilead Sciences Canada, Inc."
Epidiolex,cannabidiol,"Lennox-Gastaut Syndrome (LGS)","Reimburse with clinical criteria and/or conditions",Complete,"Sep 20, 2023","Apr 18, 2024",SR0800-000,"Jazz Pharmaceuticals Canada, Inc."
Epidiolex,cannabidiol,"Seizures associated with Tuberous Sclerosis Complex (TSC)","Reimburse with clinical criteria and/or conditions",Complete,"Sep 29, 2023","Apr 18, 2024",SR0798-000,"Jazz Pharmaceuticals Canada, Inc."
Epidiolex,cannabidiol,"Dravet Syndrome (DS)","Reimburse with clinical criteria and/or conditions",Complete,"Sep 25, 2023","Apr 18, 2024",SR0799-000,"Jazz Pharmaceuticals Canada, Inc."
Epkinly,epcoritamab,"Relapsed or refractory diffuse large B-cell lymphoma","Time-limited reimbursement recommendation",Complete,"Nov 14, 2023","May 31, 2024",PC0334-000,"AbbVie Corporation"
Erelzi,Etanercept,"Rheumatoid arthritis, juvenile idiopathic arthritis, ankylosing spondylitis","Reimburse with clinical criteria and/or conditions",Complete,"Feb 2, 2017","Jul 25, 2017",SE0513-000,"Sandoz Canada Inc."
Esbriet,Pirfenidone,"Idiopathic pulmonary fibrosis","Do not list",Complete,"Oct 5, 2012","Apr 18, 2013",SR0292-000,"InterMune Canada Inc."
Esbriet,Pirfenidone,"Idiopathic pulmonary fibrosis","List with criteria/condition",Complete,"Aug 29, 2014","Apr 15, 2015",SR0393-000,"Hoffmann-La Roche Ltd."
Eucrisa,crisaborole,"atopic dermatitis","Do not reimburse",Complete,"May 25, 2018","Mar 27, 2019",SR0570-000,"Pfizer Canada Inc."
Evenity,romosozumab,"Osteoporosis, postmenopausal women","Reimburse with clinical criteria and/or conditions",Complete,"Feb 1, 2021","Nov 11, 2021",SR0676-000,"Amgen Canada Inc."
Evkeeza,evinacumab,"Homozygous familial hypercholesterolemia (HoFH)","Reimburse with clinical criteria and/or conditions",Complete,"May 10, 2023","Jan 12, 2024",SR0778-000,"Ultragenyx Pharmaceutical Inc."
Evra,"Norgelestromin/ethinyl estradiol","Contraceptive, patch","Do not list",Complete,"Dec 19, 2003","Jun 23, 2004",SR0004-000,"Janssen-Ortho Inc."
Evrysdi,risdiplam,"Spinal muscular atrophy","Reimburse with clinical criteria and/or conditions",Complete,"Nov 19, 2020","Aug 26, 2021",SR0661-000,"Hoffmann La-Roche Ltd."
"Exelon Patch",Rivastigmine,"Dementia (Alzheimer's type)","Do not list",Complete,"Dec 21, 2007","Jul 23, 2008",SR0123-000,"Novartis Pharmaceuticals Canada Inc."
Exjade,Deferasirox,"Iron overload","List with clinical criteria and/or conditions",Complete,"Oct 26, 2006","Apr 19, 2007",SR0081-000,"Novartis Pharmaceuticals Canada Inc."
Eylea,Aflibercept,"Macular edema, diabetic","List with clinical criteria and/or conditions",Complete,"Sep 16, 2014","May 7, 2015",SR0396-000,"Bayer Inc."
Eylea,Aflibercept,"Macular edema, central retinal vein occlusion","List with clinical criteria and/or conditions",Complete,"Oct 17, 2014","May 7, 2015",SR0401-000,"Bayer Inc."
Eylea,Aflibercept,"Macular edema, branch retinal vein occlusion","Reimburse with clinical criteria and/or conditions",Complete,"Dec 14, 2015","Jul 27, 2016",SR0460-000,"Bayer Inc."
Eylea,Aflibercept,"Macular degeneration, age-related","List with criteria/condition",Complete,"Nov 18, 2013","Oct 20, 2014",SR0361-000,"Bayer Canada Inc."
"Eylea HD","aflibercept 8mg/0.07mL","diabetic macular edema","Reimburse with clinical criteria and/or conditions",Complete,"Aug 18, 2023","Jun 5, 2024",SR0813-000,"Bayer Inc."
"Eylea HD","aflibercept 8mg/0.07mL","macular degeneration, age related","Reimburse with clinical criteria and/or conditions",Complete,"Aug 18, 2023","Jun 5, 2024",SR0812-000,"Bayer Inc."
Fabhalta,iptacopan,"paroxysmal nocturnal hemoglobinuria (PNH)","Reimburse with clinical criteria and/or conditions",Active,"Aug 15, 2024","Mar 12, 2025",SR0851-000,"Novartis Pharmaceuticals Canada Inc."
Fabrazyme,"Agalsidase beta","Fabry Disease","Do not list",Complete,"Dec 10, 2004","May 18, 2005",SR0028-000,"Genzyme Canada"
Fabrazyme,"Agalsidase beta","Fabry Disease","Do not list",Complete,"Feb 24, 2004","Nov 24, 2004",SR0007-000,"Genzyme Canada"
Fampyra,Fampridine,"Multiple sclerosis, improve walking disability",,Withdrawn,"Nov 6, 2014",,SR0404-000,"Biogen Idec Canada Inc."
Fampyra,Fampridine,"Multiple sclerosis, improve walking disability","Do not list",Complete,"Apr 16, 2012","Nov 28, 2012",SR0275-000,"Biogen Idec Canada Inc."
Fasenra,benralizumab,"Asthma, severe eosinophilic","Reimburse with clinical criteria and/or conditions",Complete,"Oct 24, 2018","Mar 27, 2019",SF0592-000,"AstraZeneca Canada Inc."
Fasenra,benralizumab,"Asthma, severe eosinophilic","Reimburse with clinical criteria and/or conditions",Complete,"Feb 23, 2018","Aug 21, 2018",SR0561-000,"AstraZeneca Canada Inc."
Fentora,"Fentanyl buccal","Pain (breakthrough), cancer (adults)","Do not reimburse",Complete,"Jul 12, 2016","Feb 21, 2017",SR0494-000,"Teva Canada Innovation"
Ferinject,"ferric carboxymaltose","Iron deficiency in adult patients with heart failure","Reimburse with clinical criteria and/or conditions",Active,"Mar 1, 2024","Apr 16, 2025",SR0852-000,"CSL Vifor"
Ferinject,"ferric carboxymaltose","Iron deficiency anemia","Reimburse with clinical criteria and/or conditions",Complete,"May 10, 2024","Dec 11, 2024",SR0842-000,"CSL Vifor"
Ferriprox,Deferiprone,"Transfusional iron overload","List with clinical criteria and/or conditions",Complete,"Sep 24, 2015","Mar 18, 2016",SR0448-000,"ApoPharma Inc."
Ferriprox,deferiprone,"Transfusional iron overload","Reimburse with clinical criteria and/or conditions",Complete,"Jun 8, 2022","Jan 19, 2023",SR0741-000,"Chiesi Canada Corp."
Fibristal,"ulipristal acetate","Uterine fibroids (signs and symptoms)","Reimburse with clinical criteria and/or conditions",Complete,"Mar 28, 2019","Jul 24, 2019",SF0609-000,"Allergan Inc."
Fibristal,"ulipristal acetate","Uterine fibroids (signs and symptoms)","Reimburse with clinical criteria and/or conditions",Complete,"Jun 21, 2017","Nov 22, 2017",SF0528-000,"Allergan Canada Inc."
Fibristal,"Ulipristal acetate","Uterine fibroids","List with criteria/condition",Complete,"Apr 17, 2013","Nov 15, 2013",SR0326-000,"Actavis Specialty Pharmaceuticals Co."
Finacea,"Azelaic acid",Rosacea,List,Complete,"Aug 31, 2010","Feb 16, 2011",SR0209-000,"Bayer Inc."
Firazyr,Icatibant,"Hereditary angioedema","List with clinical criteria and/or conditions",Complete,"Mar 4, 2014","Dec 19, 2014",SR0375-000,"Shire Human Genetic Therapies (Canada) Inc."
Firazyr,icatibant,"Acute attacks of hereditary angioedema","Canada’s Drug Agency is unable to make a reimbursement recommendation as the manufacturer has not filed a submission.","Not filed",,,NS0014-000,"Takeda Canada Inc."
Firdapse,"amifampridine phosphate","Lambert-Eaton Myasthenic Syndrome, adults","Reimburse with clinical criteria and/or conditions",Complete,"Nov 15, 2021","Jun 16, 2022",SR0664-000,"KYE Pharmaceuticals Inc."
Forteo,"Teriparatide (rDNA origin) injection","Osteoporosis, glucocorticoid induced","Do not list",Complete,"Dec 18, 2008","Jul 22, 2009",SR0152-000,"Eli Lilly Canada Inc."
Forteo,"Teriparatide (rDNA origin) injection",Osteoporosis,,Withdrawn,"May 29, 2006",,SR0065-000,"Eli Lilly Canada Inc."
Forteo,"Teriparatide (rDNA origin) injection",Osteoporosis,,Withdrawn,"Dec 18, 2008",,SR0157-000,"Eli Lilly Canada Inc."
Forteo,"Teriparatide (rDNA origin) injection",Osteoporosis,"Do not list",Complete,"Jun 8, 2004","Dec 22, 2004",SR0015-000,"Eli Lilly Canada Inc."
Forteo,"Teriparatide (rDNA origin) injection",Osteoporosis,,Withdrawn,"Jun 12, 2009",,SR0169-000,"Eli Lilly Canada Inc."
Forteo,"Teriparatide (rDNA origin) injection","Osteoporosis (in women), Severe","Do not list",Complete,"Oct 23, 2009","Mar 17, 2010",SR0180-000,"Eli Lilly Canada Inc."
Forxiga,dapagliflozin,"Heart failure with reduced ejection fraction","Reimburse with clinical criteria and/or conditions",Complete,"Mar 31, 2020","Dec 23, 2020",SR0642-000,"AstraZeneca Canada Inc."
Forxiga,dapagliflozin,"Chronic kidney disease","Canada’s Drug Agency is unable to make a reimbursement recommendation as the manufacturer has not filed a submission.","Not filed",,,NS0021-000,"AstraZeneca Canada Inc."
Forxiga,Dapagliflozin,"Diabetes mellitus, type 2","Do not list",Complete,"Sep 4, 2015","Apr 27, 2016",SR0445-000,"AstraZeneca Canada Inc."
Forxiga,Dapagliflozin,"Diabetes mellitus, type 2","List with clinical criteria and/or conditions",Complete,"Apr 30, 2015","Nov 20, 2015",SR0428-000,"AstraZeneca Canada Inc."
Fosavance,"Alendronate sodium/cholecalciferol",Osteoporosis,"Do not list",Complete,"Mar 27, 2006","Sep 27, 2006",SR0059-000,"Merck Frosst Canda Ltd."
"Fosavance 70/5600","Alendronate sodium / cholecalciferol",Osteoporosis,"List in a similar manner to other drugs in class",Complete,"Dec 18, 2008","Jun 17, 2009",SR0153-000,"Merck Frosst Canda Ltd."
Fosrenol,"Lanthanum carbonate hydrate","Hyperphosphatemia, end-stage renal disease","Do not list",Complete,"Jun 28, 2007","Jan 30, 2008",SR0100-000,"Shire BioChem Inc."
Fruzaqla,fruquintinib,"Metastatic colorectal cancer (mCRC)","Reimburse with clinical criteria and/or conditions",Complete,"May 22, 2024","Nov 27, 2024",PC0352-000,"Takeda Canada Inc."
Fulphila,pegfilgrastim,"Febrile neutropenia in non-myeloid malignancies",N/A,Complete,"Nov 14, 2018",,SE0588-000,"BGP PHARMA ULC"
Fycompa,Perampanel,"Epilepsy, partial onset seizures","List with criteria/condition",Complete,"Mar 8, 2013","Oct 17, 2013",SR0316-000,"Eisai Ltd."
Fycompa,Perampanel,"Epilepsy, primary generalized tonic-clonic seizures","Reimburse with clinical criteria and/or conditions",Complete,"Nov 24, 2015","May 18, 2016",SR0458-000,"Eisai Limited"
Galafold,migalastat,"Fabry Disease","Reimburse with clinical criteria and/or conditions",Complete,"Jun 9, 2017","Jan 24, 2018",SR0522-000,"Amicus Therapeutics"
Galexos,Simeprevir,"Hepatitis C, chronic","List with criteria/condition",Complete,"Aug 22, 2013","Jun 18, 2014",SR0347-000,"Janssen Inc."
Gavreto,pralsetinib,"RET fusion-positive non-small cell lung cancer","Reimburse with clinical criteria and/or conditions",Complete,"Mar 9, 2022","Sep 29, 2022",PC0283-000,"Hoffmann-La Roche Ltd."
Gelnique,"Oxybutynin Chloride Gel","Overactive bladder","Do not list",Complete,"Oct 25, 2011","May 24, 2012",SR0260-000,"Watson Pharma Company"
Genotropin,Somatropin,"Growth hormone deficiency, adult","List with criteria/condition",Complete,"May 27, 2013","Dec 20, 2013",SR0332-000,"Pfizer Canada Inc."
Genotropin,Somatropin,"Growth hormone deficiency, children","List with criteria/condition",Complete,"May 27, 2013","Dec 20, 2013",SR0333-000,"Pfizer Canada Inc."
Genotropin,Somatropin,"Turner Syndrome","List with criteria/condition",Complete,"May 27, 2013","Dec 20, 2013",SR0334-000,"Pfizer Canada Inc."
Genvoya,"Elvitegravir/cobicistat/emtricitabine/tenofovir alafenamide","HIV infection",List,Complete,"Sep 24, 2015","Mar 18, 2016",SR0449-000,"Gilead Sciences Canada, Inc."
Gilenya,Fingolimod,"Multiple Sclerosis, relapsing-remitting","List with clinical criteria and/or conditions",Complete,"May 10, 2011","Nov 16, 2011",SR0228-000,"Novartis Pharmaceuticals Canada Inc."
Givlaari,givosiran,"Acute hepatic porphyria (AHP) in adults","Reimburse with clinical criteria and/or conditions",Complete,"Feb 23, 2021","Sep 8, 2021",SR0679-000,"Alnylam Netherlands B.V."
Glatect,"Glatiramer acetate","Relapsing Remitting Multiple Sclerosis (RRMS)","Reimburse with clinical criteria and/or conditions",Complete,"Jan 20, 2017","Jul 25, 2017",SE0510-000,Pendopharm
Grastek,"Phleum pratense","Allergic rhinitis","Do not list",Complete,"Sep 30, 2013","Sep 24, 2014",SR0352-000,"Merck Canada Inc."
Grastofil,Filgrastim,Neutropenia,"List with clinical criteria and/or conditions",Complete,"Sep 11, 2015","Mar 18, 2016",SE0446-000,"Apotex Inc."
Gynazole.1,"Butoconazole nitrate","Vaginal infection","Do not list",Complete,"Jun 30, 2004","Jan 26, 2005",SR0017-000,"Ferring Pharmaceuticals"
Harvoni,"Ledipasvir / Sofosbuvir","Hepatitis C, chronic","List with criteria/condition",Complete,"Sep 15, 2014","Mar 18, 2015",SR0395-000,"Gilead Sciences Canada Inc."
Harvoni,"ledipasvir, sofosbuvir","Hepatitis C, chronic","Reimburse with clinical criteria and/or conditions",Complete,"Jan 6, 2016","May 18, 2016",SF0465-000,"Gilead Sciences Canada Inc."
Hemangiol,"Propranolol oral solution","Infantile hemangioma","Reimburse with clinical criteria and/or conditions",Complete,"Aug 25, 2016","Feb 21, 2017",SR0496-000,"Pierre Fabre Dermo-Cosmétique"
Hemangiol,Propranolol,"Infantile hemangioma",,Withdrawn,"Dec 23, 2014",,SR0411-000,"Pierre Fabre Dermo-Cosmétique Canada Inc."
Hemgenix,"etranacogene dezaparvovec","Hemophilia B","Reimburse with clinical criteria and/or conditions",Complete,"Oct 4, 2023","Apr 19, 2024",SG0805-000,"CSL Behring Canada Inc."
Hemlibra,emicizumab,"Bleeding prevention, hemophilia A","Reimburse with clinical criteria and/or conditions",Complete,"Jun 30, 2020","Dec 21, 2020",ST0651-000,"Hoffmann-La Roche Ltd."
Hepcludex,bulevirtide,"chronic hepatitis delta virus (HDV) infection",,Active,"Apr 9, 2025",,SR0881-000,"Gilead Sciences Canada, Inc."
Hepsera,"Adefovir dipivoxil","Hepatitis B","List with clinical criteria and/or conditions",Complete,"Jun 29, 2007","Oct 18, 2007",SF0103-000,"gilead Sciences Canada Inc."
Hepsera,"Adefovir dipivoxil","Hepatitis B","Do not list",Complete,"Apr 24, 2006","Nov 29, 2006",SR0060-000,"Gilead Sciences Canada Inc."
"Holkira Pak","ombitasvir/paritaprevir/ritonavir and dasabuvir","Hepatitis C, chronic","Reimburse with clinical criteria and/or conditions",Complete,"Jan 6, 2016","May 19, 2016",SF0466-000,"AbbVie Corporation"
"Holkira Pak","Ombitasvir/paritaprevir/ritonavir and dasabuvir","Hepatitis C, chronic","List with clinical criteria and/or conditions",Complete,"Dec 3, 2014","Jun 18, 2015",SR0406-000,"AbbVie Corporation"
Humira,Adalimumab,"Ulcerative colitis","Do not list at the submitted price",Complete,"Sep 25, 2015","Apr 15, 2016",SR0450-000,"AbbVie Corporation"
Humira,Adalimumab,"Arthritis, Psoriatic","List with clinical criteria and/or conditions",Complete,"Jun 21, 2006","Nov 29, 2006",SR0066-000,"Abbott Laboratories Limited"
Humira,Adalimumab,"ulcerative colitis",,Withdrawn,"Dec 23, 2013",,SR0365-000,AbbVie
Humira,Adalimumab,"Arthritis, juvenile idiopathic","List with clinical criteria and/or conditions",Complete,"Feb 4, 2013","Jul 18, 2013",SR0308-000,"AbbVie Corporation"
Humira,Adalimumab,"Crohn's disease","List with clinical criteria and/or conditions",Complete,"Jul 12, 2007","Dec 19, 2007",SR0105-000,"Abbott Laboratories, Limited"
Humira,Adalimumab,Psoriasis,"List with clinical criteria and/or conditions",Complete,"Apr 15, 2008","Oct 16, 2008",SR0130-000,"Abbott Laboratories, Limited"
Humira,Adalimumab,"Ankylosing spondylitis (AS)","List with clinical criteria and/or conditions",Complete,"Nov 17, 2006","Jun 27, 2007",SR0087-000,"Abbott Laboratories, Limited"
Humira,Adalimumab,"Arthritis, Rheumatoid","List with clinical criteria and/or conditions",Complete,"Sep 24, 2004","Feb 11, 2005",SR0022-000,"Abbott Laboratories Limited"
Humira,Adalimumab,"Hidradenitis suppurativa","Reimburse with clinical criteria and/or conditions",Complete,"Nov 3, 2015","May 19, 2016",SR0455-000,"AbbVie Corporation"
